ProductKey;ProductAlternateKey;SpanishProductSubcategoryName;WeightUnitMeasureCode;SizeUnitMeasureCode;EnglishProductName;SpanishProductName;FrenchProductName;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;Class;Class;ModelName;LargePhoto;EnglishDescription;FrenchDescription;ChineseDescription;ArabicDescription;HebrewDescription;ThaiDescription;GermanDescription;JapaneseDescription;TurkishDescription;StartDate;EndDate;Status
310;BK-R93R-62;Barra;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Eje de pedalier;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Frenos;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Cadena;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Bielas;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Desviador;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Cuadro de paseo;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Rueda;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Horquilla;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
310;BK-R93R-62;Dirección;LB ;CM ;Road-150 Red, 62;Carretera: 150, roja, 62;Vélo de route 150 rouge, 62;2171,2942;1;Red;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;GIF89að;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.;??????????????????? Adventure Works Cycles ????????????????????????????????????????;???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.;??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.;????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????;Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.;??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????;Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.;2011-07-01 00:00:00.000;2007-12-28 00:00:00.000;NULL
